elements,blocks,threadsPerBlock,GPU,total global memory(KB),clock rate(KHz),multiprocessor count,async engine count,memory bus width,memory clock rate (KHz),L2 cache size (bytes),max threads per SM
100000,4096,64,0.004514,11268608,1635000,68,3,352,7000000,5767168,1024
100000,4096,100,0.00452,11268608,1635000,68,3,352,7000000,5767168,1024
100000,4096,128,0.004288,11268608,1635000,68,3,352,7000000,5767168,1024
100000,4096,200,0.00472,11268608,1635000,68,3,352,7000000,5767168,1024
100000,4096,256,0.004254,11268608,1635000,68,3,352,7000000,5767168,1024
100000,4096,400,0.004739,11268608,1635000,68,3,352,7000000,5767168,1024
100000,4096,512,0.004412,11268608,1635000,68,3,352,7000000,5767168,1024
100000,4096,750,0.004421,11268608,1635000,68,3,352,7000000,5767168,1024
100000,4096,1024,0.004503,11268608,1635000,68,3,352,7000000,5767168,1024
100000,8192,32,0.004337,11268608,1635000,68,3,352,7000000,5767168,1024
100000,8192,50,0.004479,11268608,1635000,68,3,352,7000000,5767168,1024
100000,8192,64,0.004384,11268608,1635000,68,3,352,7000000,5767168,1024
100000,8192,100,0.004397,11268608,1635000,68,3,352,7000000,5767168,1024
100000,8192,128,0.004673,11268608,1635000,68,3,352,7000000,5767168,1024
100000,8192,200,0.004868,11268608,1635000,68,3,352,7000000,5767168,1024
100000,8192,256,0.004649,11268608,1635000,68,3,352,7000000,5767168,1024
100000,8192,400,0.004468,11268608,1635000,68,3,352,7000000,5767168,1024
100000,8192,512,0.004498,11268608,1635000,68,3,352,7000000,5767168,1024
100000,8192,750,0.004812,11268608,1635000,68,3,352,7000000,5767168,1024
100000,8192,1024,0.004397,11268608,1635000,68,3,352,7000000,5767168,1024
100000,16384,32,0.004691,11268608,1635000,68,3,352,7000000,5767168,1024
100000,16384,50,0.004898,11268608,1635000,68,3,352,7000000,5767168,1024
100000,16384,64,0.004616,11268608,1635000,68,3,352,7000000,5767168,1024
100000,16384,100,0.004712,11268608,1635000,68,3,352,7000000,5767168,1024
100000,16384,128,0.004719,11268608,1635000,68,3,352,7000000,5767168,1024
100000,16384,200,0.004904,11268608,1635000,68,3,352,7000000,5767168,1024
100000,16384,256,0.004505,11268608,1635000,68,3,352,7000000,5767168,1024
100000,16384,400,0.004598,11268608,1635000,68,3,352,7000000,5767168,1024
100000,16384,512,0.004509,11268608,1635000,68,3,352,7000000,5767168,1024
100000,16384,750,0.004231,11268608,1635000,68,3,352,7000000,5767168,1024
100000,16384,1024,0.004689,11268608,1635000,68,3,352,7000000,5767168,1024
100000,32768,32,0.004542,11268608,1635000,68,3,352,7000000,5767168,1024
